stadium,full_team_name,team,team_abbr,x,y,d_wall,segment,spray_angle_stadia,fence_height,orientation
Minute Maid Park,Houston Astros,astros,HOU,157.49838307974147,330.7907650918046,366.3717660283806,outfield_outer,19.1,7,ENE
Minute Maid Park,Houston Astros,astros,HOU,148.1009622519802,342.04587773208516,372.73217931039306,outfield_outer,17.6,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,135.76468008166526,348.232407931158,373.76176675953536,outfield_outer,16,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,125.65876315837252,358.67327676434246,380.04821302482475,outfield_outer,14.5,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,116.3479427630984,370.0006979250946,387.86255329725026,outfield_outer,13.1,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,107.05637829600369,381.3440778741421,396.08632122750316,outfield_outer,11.8,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,97.76063021671293,392.68398507776425,404.67005443561385,outfield_outer,10.5,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,87.79525558074455,403.4178032870617,412.86066767306215,outfield_outer,9.2,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,79.05113205405209,414.95655091420576,422.41924746114614,outfield_outer,8.1,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,69.64667212815363,425.85392832343086,431.51156091931574,outfield_outer,7,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,57.464410782106306,434.00483064800295,437.7925896270246,outfield_outer,5.7,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,44.09788786004155,439.92493311843776,442.12958563409745,outfield_outer,4.3,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,29.832128719811205,443.1631899531055,444.1661500310077,outfield_outer,2.9,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,15.64097809470906,443.4682539835776,443.74399431091126,outfield_outer,1.5,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,7.700977888642873,431.3298569968006,431.3985982792733,outfield_outer,0.8,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,-6.592198683333008,434.6020968799469,434.6520904078655,outfield_outer,-0.7,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,-20.329165251119118,432.17001649049513,432.6478916084096,outfield_outer,-2,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,-32.28181035262744,423.6903433770876,424.9183713969513,outfield_outer,-3.3,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,-42.97379067911044,413.7168180286188,415.94272707316003,outfield_outer,-4.4,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,-54.27995287106913,404.41488179146444,408.0413090583962,outfield_outer,-5.7,9,ENE
Minute Maid Park,Houston Astros,astros,HOU,-65.77382611147078,395.31028742219326,400.7448309624954,outfield_outer,-7.1,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-77.24500417234266,386.17853925245294,393.82820474001545,outfield_outer,-8.5,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-88.69665662744214,377.02081760793527,387.3135600603759,outfield_outer,-9.9,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-100.16729564597485,367.8868210075051,381.2796876153203,outfield_outer,-11.4,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-111.6870999989355,358.8150184874789,375.7954573945008,outfield_outer,-13,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-123.17642006690012,349.7045242503527,370.76365078262853,outfield_outer,-14.6,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-134.63019781541317,340.5495342107043,366.19567913199757,outfield_outer,-16.2,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-145.8828578778113,331.3388487462909,362.0320992828055,outfield_outer,-17.8,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-143.4906292400505,316.87223532740586,347.84705576027596,outfield_outer,-18.3,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-144.49590585371533,303.62074993364007,336.25083880750657,outfield_outer,-19.1,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-155.42457711297234,293.84498582630965,332.41792199881525,outfield_outer,-20.9,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-166.3436540010216,284.05829091322937,329.1797743831726,outfield_outer,-22.8,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-177.07158352032488,274.06508961658096,326.29131008493,outfield_outer,-24.6,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-187.55490799489877,263.81303697848074,323.6883717293289,outfield_outer,-26.6,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-198.06717222487956,253.59061691703127,321.77446402957554,outfield_outer,-28.5,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-208.58008880697506,243.3689010789054,320.5215678532096,outfield_outer,-30.4,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-219.11550998555236,233.17036382168598,319.9687879793373,outfield_outer,-32.4,21,ENE
Minute Maid Park,Houston Astros,astros,HOU,-229.60876534542768,222.92850446934798,320.02703515233173,outfield_outer,-34.4,21,ENE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,241.5466241332004,231.66530869604733,334.6843092876935,outfield_outer,34.6,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,235.38402451022867,245.48483184402644,340.1006346070555,outfield_outer,32.8,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,229.23326406431983,259.3109060721504,346.1069709808541,outfield_outer,31.1,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,223.14310998801918,273.1635964373979,352.7197158562856,outfield_outer,29.4,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,216.9490727055311,286.970050031834,359.74811988815605,outfield_outer,27.8,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,210.74824155354878,300.7720835280035,367.258311747589,outfield_outer,26.3,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,199.94149944344338,310.10447274759366,368.9734234572397,outfield_outer,24.6,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,185.97506473432537,315.92576658600404,366.60034737557305,outfield_outer,22.9,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,172.0189777536475,321.7731063644438,364.8677303994333,outfield_outer,21.1,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,158.10472807027648,327.71912050013003,363.8638852367116,outfield_outer,19.3,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,144.37839946394368,334.03639840213896,363.90306084071705,outfield_outer,17.5,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,131.9195536493422,342.60754636898554,367.1276337515582,outfield_outer,15.8,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,119.7388620192948,351.58487622201284,371.415293526968,outfield_outer,14.1,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,107.45980939419243,360.42892509586085,376.10719307239236,outfield_outer,12.5,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,95.15194689188536,369.23255030800016,381.2959076678716,outfield_outer,10.8,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,82.8282690761835,378.01050382517076,386.97863398424994,outfield_outer,9.3,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,69.51927858293834,385.1602642374823,391.38390263548064,outfield_outer,7.7,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,55.81028877097228,391.5676175620494,395.5249517488355,outfield_outer,6.1,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,42.105828451102745,397.98463135179554,400.20578154466773,outfield_outer,4.5,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,27.79003459752331,402.37703533,403.3355483761525,outfield_outer,3,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,12.657492644267773,402.37703533,402.57606819208684,outfield_outer,1.4,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-2.4748554637624163,402.339686810134,402.34729835310594,outfield_outer,-0.3,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-17.60681408460349,402.2272950700001,402.6124647865969,outfield_outer,-1.9,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-32.71925628264757,401.78110274580257,403.11115620300404,outfield_outer,-3.5,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-46.54007951762605,395.934910002238,398.6607981228995,outfield_outer,-5,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-60.164838086453045,389.3502584788541,393.9713587553283,outfield_outer,-6.6,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-73.57359015576155,382.34566131663235,389.3600877029654,outfield_outer,-8.2,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-86.63844741586473,374.7506016713455,384.63519602821975,outfield_outer,-9.8,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-99.18760743106543,366.2941871149937,379.48598522492654,outfield_outer,-11.4,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-111.7846915016864,357.90936567555894,374.95990624653217,outfield_outer,-13,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-124.33510227811831,349.45478333142364,370.9149002826961,outfield_outer,-14.7,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-136.97650210540624,341.13858064583496,367.6113346104649,outfield_outer,-16.4,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-150.19372335169348,333.8689069973995,366.09643755967255,outfield_outer,-18.2,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-164.19013425106397,328.1161616576281,366.9040960882246,outfield_outer,-19.9,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-178.12846097860157,322.2275231859914,368.18517801397684,outfield_outer,-21.7,15,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-191.98500541925415,316.16200830846265,369.88735826393344,outfield_outer,-23.5,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-205.4665926093226,309.40014278025285,371.409435839918,outfield_outer,-25.2,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-212.16104494239886,296.0337463751593,364.2091267170041,outfield_outer,-26.7,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-218.41080436638825,282.25241770812625,356.88892777173027,outfield_outer,-28.3,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-224.62369768580078,268.45420154674537,350.03351823810044,outfield_outer,-29.9,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-230.8054419701996,254.6420942634938,343.6768077917933,outfield_outer,-31.6,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-237.00039787500384,240.83636790249076,337.8925046481114,outfield_outer,-33.4,8,NE
RingCentral Coliseum,Oakland Athletics,athletics,OAK,-242.9985854960228,226.9446734063449,332.49390571945895,outfield_outer,-35.2,8,NE
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-233.1101659619768,243.79339918981967,337.30634586877716,outfield_outer,-32.8,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-224.35005314843278,256.7287738450069,340.94370454323587,outfield_outer,-30.9,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-215.38665888199782,269.52687308796334,345.0161563476777,outfield_outer,-29,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-206.4122505775398,282.31733867173597,349.72717495667496,outfield_outer,-27.1,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-197.47637415860538,295.1352456269406,355.1080561774177,outfield_outer,-25.3,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-188.55791083867484,307.9652697663587,361.10482290065266,outfield_outer,-23.6,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-179.66212222292143,320.81096935475165,367.6930189981574,outfield_outer,-21.9,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-170.82355724106208,333.69553069104825,374.8778399848019,outfield_outer,-20.3,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-160.95944437133218,345.7262307333345,381.35884590423075,outfield_outer,-18.7,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-148.33778643506128,354.91000147495674,384.6624598676191,outfield_outer,-17,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-135.5524679881221,363.8924034385385,388.3196529380749,outfield_outer,-15.3,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-122.85280454040824,372.9946556909514,392.7057737765707,outfield_outer,-13.7,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-110.0761179123019,381.9893520884998,397.53316445755166,outfield_outer,-12.1,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-97.28918177238785,390.96948467565716,402.8924457438854,outfield_outer,-10.5,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-83.43162072594609,397.79120344080417,406.44640098276346,outfield_outer,-8.9,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-68.06616706385316,400.62021024435785,406.3613612968116,outfield_outer,-7.2,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-52.60411326267833,402.8651688172162,406.28504400023985,outfield_outer,-5.6,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-37.069041555117195,404.5330074137129,406.22785223196854,outfield_outer,-3.9,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-21.48009227280832,405.5879876129914,406.1563862110313,outfield_outer,-2.3,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,-5.863230070294903,406.0456717,406.0880015134175,outfield_outer,-0.6,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,9.761140366490531,405.97175694190565,406.08908788066697,outfield_outer,1,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,25.370072158432965,405.2909553176228,406.0842265141499,outfield_outer,2.7,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,40.94434126966759,404.0455887158941,406.11485671270447,outfield_outer,4.3,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,56.45930932750769,402.20173085012067,406.14515374256547,outfield_outer,6,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,71.89548659664919,399.7842585435581,406.1975066050892,outfield_outer,7.6,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,87.10106915828705,396.42518847209965,405.881172640043,outfield_outer,9.3,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,100.26771144956896,388.0562468637287,400.8007793022578,outfield_outer,10.9,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,113.05114482646351,379.0711315268087,395.56982203346746,outfield_outer,12.5,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,125.82564738385507,370.07333705080543,390.8789689091564,outfield_outer,14.1,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,138.60075333098712,361.0763757503294,386.7639046613712,outfield_outer,15.7,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,151.4201275204649,352.14303840036814,383.318111380296,outfield_outer,17.5,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,163.50641111458754,342.2985635219269,379.34503168586133,outfield_outer,19.1,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,172.58319767502334,329.5929712419226,372.0436625072587,outfield_outer,20.7,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,181.5161593105923,316.7730560586597,365.0935292984676,outfield_outer,22.4,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,190.41726994228853,303.93098308983525,358.6541219256069,outfield_outer,24.1,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,199.34331067246268,291.10622124133715,352.8180658005884,outfield_outer,25.8,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,208.27273532250464,278.28381572878425,347.5908721115818,outfield_outer,27.6,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,217.17986360861562,265.44596503419325,342.9703391111118,outfield_outer,29.5,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,226.11432280087735,252.62713015737955,339.0400475862003,outfield_outer,31.4,8,NNW
Rogers Centre,Toronto Blue Jays,blue_jays,TOR,235.08499367351394,239.833593833553,335.83494008455074,outfield_outer,33.3,8,NNW
Truist Park,Atlanta Braves,braves,ATL,-238.45253562596525,248.38349446871877,344.31667411112153,outfield_outer,-32.9,6,SSE
Truist Park,Atlanta Braves,braves,ATL,-232.0838694626866,261.2617444934571,349.45761059181103,outfield_outer,-31.2,6,SSE
Truist Park,Atlanta Braves,braves,ATL,-225.88978535665382,274.2241634140339,355.28170080740426,outfield_outer,-29.6,6,SSE
Truist Park,Atlanta Braves,braves,ATL,-219.69716940961928,287.1877380607185,361.58490446785913,outfield_outer,-28.1,6,SSE
Truist Park,Atlanta Braves,braves,ATL,-213.46202700026288,300.1312681216562,368.29989828314433,outfield_outer,-26.6,6,SSE
Truist Park,Atlanta Braves,braves,ATL,-207.23026544144756,313.0765201907059,375.4481194647994,outfield_outer,-25.1,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-198.29804001770214,324.0096248055951,379.8741234165927,outfield_outer,-23.6,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-186.61090337755036,332.36608502130247,381.17036051058994,outfield_outer,-22,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-174.88443763411755,340.66720527412815,382.934343296454,outfield_outer,-20.4,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-163.09757922528243,348.882367545259,385.12300208262354,outfield_outer,-18.8,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-151.37828929123384,357.1931099664494,387.94626467623647,outfield_outer,-17.2,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-138.50632103806913,363.42025282983263,388.9193761364946,outfield_outer,-15.6,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-125.11932963209182,368.63428239668264,389.28919944650556,outfield_outer,-14.1,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-111.74363815538504,373.87629472564265,390.2180472837939,outfield_outer,-12.5,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-98.3743015396139,379.1344588444368,391.68921492258477,outfield_outer,-10.9,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-85.19727658745057,384.8479042335685,394.1655557388145,outfield_outer,-9.4,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-71.84689387119285,390.1566748367037,396.7167844679272,outfield_outer,-7.8,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-58.50613348246872,395.4898712503673,399.7939543273516,outfield_outer,-6.3,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-45.17939395347306,400.85757593726623,403.3955550378614,outfield_outer,-4.8,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-31.255750508225564,403.82452451000006,405.0323055455701,outfield_outer,-3.3,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-16.889967708037346,403.97426477000005,404.3271912766202,outfield_outer,-1.8,8,SSE
Truist Park,Atlanta Braves,braves,ATL,-2.5226466428742027,403.97426477000005,403.9821411183258,outfield_outer,-0.3,8,SSE
Truist Park,Atlanta Braves,braves,ATL,11.844674422288977,403.97426477000005,404.1478725771449,outfield_outer,1.3,8,SSE
Truist Park,Atlanta Braves,braves,ATL,26.211995487452153,403.97426477000005,404.82375832440505,outfield_outer,2.8,8,SSE
Truist Park,Atlanta Braves,braves,ATL,40.55363179057956,403.6013508986395,405.63363704038727,outfield_outer,4.3,8,SSE
Truist Park,Atlanta Braves,braves,ATL,53.76200915905713,398.4330996050988,402.0438887605993,outfield_outer,5.8,8,SSE
Truist Park,Atlanta Braves,braves,ATL,66.51873821233363,391.8237724575579,397.4300079211849,outfield_outer,7.2,8,SSE
Truist Park,Atlanta Braves,braves,ATL,79.30417604435051,385.2702729385049,393.34760142675765,outfield_outer,8.7,8,SSE
Truist Park,Atlanta Braves,braves,ATL,92.02252028763313,378.5873300424526,389.6107168813004,outfield_outer,10.2,16,SSE
Truist Park,Atlanta Braves,braves,ATL,104.77980637693292,371.97980583536486,386.45540981296057,outfield_outer,11.8,16,SSE
Truist Park,Atlanta Braves,braves,ATL,117.57594435924524,365.44798431140646,383.89625151756604,outfield_outer,13.4,16,SSE
Truist Park,Atlanta Braves,braves,ATL,130.35671225336338,358.8868779275455,381.82805499083895,outfield_outer,15,16,SSE
Truist Park,Atlanta Braves,braves,ATL,143.12259642618122,352.2951877724486,380.2577769558387,outfield_outer,16.6,16,SSE
Truist Park,Atlanta Braves,braves,ATL,153.80808372717235,343.0325547644302,375.9365109270934,outfield_outer,18.1,16,SSE
Truist Park,Atlanta Braves,braves,ATL,162.41672235331893,331.52990043436967,369.176470786016,outfield_outer,19.6,16,SSE
Truist Park,Atlanta Braves,braves,ATL,171.01446902770715,320.0192148922074,362.8474149240331,outfield_outer,21.1,16,SSE
Truist Park,Atlanta Braves,braves,ATL,179.56997752738937,308.4770190747143,356.93619615613204,outfield_outer,22.7,16,SSE
Truist Park,Atlanta Braves,braves,ATL,188.20486176472073,296.994360079729,351.60591563715957,outfield_outer,24.3,16,SSE
Truist Park,Atlanta Braves,braves,ATL,196.88699244066524,285.54721831421745,346.8453570098898,outfield_outer,25.9,16,SSE
Truist Park,Atlanta Braves,braves,ATL,205.50499161453413,274.05166798081916,342.54433041806266,outfield_outer,27.6,16,SSE
Truist Park,Atlanta Braves,braves,ATL,214.11208430879478,262.548361859156,338.78551763908496,outfield_outer,29.4,16,SSE
Truist Park,Atlanta Braves,braves,ATL,222.6957930283505,251.02729422087762,335.5713317260296,outfield_outer,31.2,16,SSE
Truist Park,Atlanta Braves,braves,ATL,231.23905832068982,239.47652861726178,332.8971460550745,outfield_outer,33,16,SSE
American Family Field,Milwaukee Brewers,brewers,MIL,242.96458530981755,244.81094619538533,344.91185698936397,outfield_outer,33.6,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,231.96914430577536,254.62114065670465,344.4439129659211,outfield_outer,31.8,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,220.9737033017306,264.43133511802375,344.60601930782036,outfield_outer,29.9,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,209.97826229768842,274.24152957934285,345.39728890594154,outfield_outer,28.1,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,198.98282129364623,284.05172404066167,346.81341539861364,outfield_outer,26.3,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,187.98738028960156,293.8619185019808,348.84678914075175,outfield_outer,24.5,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,176.9919392855569,303.67211296329964,351.4866978473827,outfield_outer,22.7,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,174.69697000000002,317.37972841616624,362.28293271516446,outfield_outer,21.6,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,165.42096208094543,327.8772115193667,367.24318990214255,outfield_outer,20.1,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,154.28111280623264,337.5231120153782,371.11253402879703,outfield_outer,18.4,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,143.14126353151985,347.1690125113897,375.5206313553671,outfield_outer,16.8,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,129.74146512539335,353.20922048908136,376.28393695637357,outfield_outer,15.1,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,116.20426949034771,359.0302146121507,377.3673637879041,outfield_outer,13.5,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,102.66707385530209,364.85120873522015,379.0210186382297,outfield_outer,11.8,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,89.12987822025647,370.6722028582896,381.2374813202064,outfield_outer,10.1,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,75.59268258521085,376.493196981359,384.00700649034104,outfield_outer,8.5,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,63.12847143090965,383.97255063519697,389.1273872994576,outfield_outer,7,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,54.4127742271265,395.8344029887731,399.5567851864997,outfield_outer,5.9,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,42.000825385133126,401.10424312000004,403.29726403969136,outfield_outer,4.5,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,27.265166653936095,401.10424312000004,402.02985357002404,outfield_outer,2.9,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,12.529507922741544,401.10424312000004,401.2998908767035,outfield_outer,1.3,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-2.2061508084555244,401.10424312000004,401.11031020189165,outfield_outer,-0.2,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-16.941809539652557,401.10424312000004,401.4618770933872,outfield_outer,-1.8,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-31.67746827084959,401.10424312000004,402.3531730270296,outfield_outer,-3.4,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-46.41312700204662,401.10424312000004,403.7806238627309,outfield_outer,-5,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-58.78586525730896,393.8815070664007,398.24417078338956,outfield_outer,-6.4,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-71.1159219430399,379.48781501521285,386.0938695431837,outfield_outer,-8,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-77.86902978439677,372.4504573443456,380.5035203195569,outfield_outer,-8.9,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-91.3056508485671,366.4009240879541,377.6060897938315,outfield_outer,-10.5,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-104.74227191273766,360.3513908315629,375.265330665762,outfield_outer,-12.2,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-118.17889297690799,354.3018575751717,373.49170944810106,outfield_outer,-13.8,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-131.61551404107857,348.25232431878027,372.2933318362421,outfield_outer,-15.5,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-145.05213510524914,342.20279106238905,371.67576206887713,outfield_outer,-17.2,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-158.4887561694197,336.1532578059976,371.6418956007453,outfield_outer,-18.9,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-171.92537723359004,330.1037245496064,372.19189176879536,outfield_outer,-20.6,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-185.36199829776035,324.0541912932152,373.32317006534515,outfield_outer,-22.3,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-195.8877334306682,313.8000929633319,369.9222924512664,outfield_outer,-24,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-206.27967568218207,303.35274045260013,366.8435494044413,outfield_outer,-25.7,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-216.67161793369618,292.9053879418683,364.3352251750879,outfield_outer,-27.4,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-227.0635601852098,282.4580354311365,362.4091639895432,outfield_outer,-29.1,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-237.44703139038447,272.00517968686864,361.06496713554463,outfield_outer,-30.8,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-242.76910633534638,258.2641769387973,354.4534159529812,outfield_outer,-32.4,8,SE
American Family Field,Milwaukee Brewers,brewers,MIL,-248.0911812803083,244.52317419072696,348.3400880538549,outfield_outer,-34.1,8,SE
Busch Stadium,St. Louis Cardinals,cardinals,STL,-239.57092340227288,261.26758009380546,354.4784559714324,outfield_outer,-31.9,8,NE
